emp_length,annual_income,debt_to_income,annual_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_amount,term,interest_rate,installment,grade,default,is_joint_app,ever_delinquent,ever_90d_late,loan_income_ratio,installment_to_income,credit_utilization_rate,credit_age,homeownership_OWN,homeownership_RENT,verified_income_Source Verified,verified_income_Verified,loan_purpose_credit_card,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_house,loan_purpose_major_purchase,loan_purpose_medical,loan_purpose_moving,loan_purpose_other,loan_purpose_small_business,loan_purpose_vacation,application_type_joint,verification_income_joint_Not Verified,verification_income_joint_Source Verified,verification_income_joint_Verified,initial_listing_status_whole,disbursement_method_DirectPay
3.0,53400.0,14.09,0.0,0.0,0,999.0,2006,4,33,16,36500,26277,0,0,999.0,0,0,0,9,2.0,16,0.0,0,4,9300,23,16,9,0,100.0,0,0,26000,60,19.03,674.89,4,0,0,0,0,0.4868913857677903,0.012638389513108614,0.7199178082191781,18,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,63000.0,25.87,0.0,0.0,0,999.0,1996,0,28,10,185327,68709,0,0,999.0,0,0,2,1,17.0,10,0.0,0,0,28800,20,8,1,1,100.0,0,0,3600,36,6.08,109.65,1,0,0,0,0,0.05714285714285714,0.0017404761904761905,0.3707446837212063,28,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7.0,70000.0,14.51,0.0,0.0,0,35.0,1993,4,33,15,360585,173731,0,0,999.0,0,0,4,7,3.0,15,0.0,0,3,12000,12,9,7,2,87.5,0,0,6000,36,9.44,192.03,2,0,0,1,0,0.08571428571428572,0.002743285714285714,0.48180318094208024,31,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,185000.0,26.25,0.0,0.0,1,10.0,2000,2,30,15,717303,195516,0,0,999.0,0,0,2,5,7.0,15,0.0,0,8,67100,17,12,10,3,96.7,0,0,27300,60,26.77,829.87,5,0,0,1,0,0.14756756756756756,0.004485783783783784,0.27257100555832053,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,84000.0,29.64,0.0,0.0,0,38.0,2007,3,19,10,113121,86205,0,0,999.0,0,0,5,7,7.0,10,0.0,0,2,7800,5,5,3,0,89.5,0,0,8000,36,21.45,303.26,4,0,0,1,0,0.09523809523809523,0.003610238095238095,0.7620600949425836,17,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.0,90000.0,2.55,0.0,0.0,0,29.0,2013,1,10,9,8100,2258,0,0,999.0,0,67,0,1,9.0,9,0.0,0,2,2800,9,9,7,0,90.0,0,0,2000,36,9.92,64.46,2,0,0,1,0,0.022222222222222223,0.0007162222222222222,0.2787654320987654,11,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,30000.0,24.52,0.0,0.0,0,999.0,1991,3,29,13,38832,22277,0,1,999.0,0,0,3,4,8.0,11,0.0,0,1,3600,21,10,1,0,100.0,0,1,2000,36,19.42,73.74,4,0,0,0,0,0.06666666666666667,0.0024579999999999997,0.5736763494025546,33,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,53000.0,22.75,0.0,0.0,0,999.0,1998,3,28,16,45200,26375,0,1,999.0,0,721,1,7,7.0,16,0.0,0,3,13200,18,15,7,1,100.0,0,1,22000,36,17.09,785.35,4,0,0,0,0,0.41509433962264153,0.014817924528301888,0.5835176991150443,26,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,59000.0,4.86,0.0,0.0,0,31.0,1994,1,31,8,25100,8322,0,1,31.0,0,0,0,1,2.0,8,0.0,0,1,3400,24,8,4,1,80.6,0,1,20000,60,13.59,461.13,3,0,0,1,1,0.3389830508474576,0.007815762711864406,0.33155378486055775,30,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,77000.0,16.07,0.0,0.0,0,999.0,2013,2,7,6,63906,27354,0,0,999.0,0,0,2,5,2.0,6,0.0,0,2,15900,4,4,3,0,100.0,0,0,28000,60,24.85,819.38,5,0,0,0,0,0.36363636363636365,0.010641298701298702,0.42803492629800016,11,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.0,100000.0,22.54,0.0,0.0,0,999.0,1995,8,25,12,296356,68000,0,0,999.0,0,0,5,6,7.0,12,0.0,0,5,49500,6,6,5,2,100.0,0,0,16000,60,19.42,418.76,4,0,0,0,0,0.16,0.0041876,0.22945376506633913,29,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,83000.0,0.36,0.0,0.0,0,39.0,2005,0,5,2,5500,129,0,0,39.0,0,0,0,1,21.0,2,0.0,0,1,5500,4,2,1,0,80.0,0,0,10000,36,7.97,313.23,1,0,0,1,1,0.12048192771084337,0.003773855421686747,0.023454545454545454,19,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
10.0,43000.0,22.55,0.0,0.0,0,999.0,2000,1,22,11,164140,17856,0,1,999.0,0,0,1,10,12.0,11,0.0,0,4,15100,16,9,5,2,100.0,0,1,10000,36,9.44,320.05,2,0,0,0,0,0.23255813953488372,0.007443023255813953,0.10878518338004142,24,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.0,80000.0,7.44,0.0,0.0,1,11.0,2005,0,42,12,425502,21944,0,0,999.0,0,571,1,4,17.0,12,0.0,0,0,18500,19,8,0,5,97.6,0,0,7500,36,7.34,232.75,1,0,0,1,0,0.09375,0.002909375,0.05157202551339359,19,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4.0,55000.0,14.41,0.0,0.0,0,38.0,2007,5,18,7,101100,18484,0,0,38.0,0,0,0,7,1.0,7,0.0,0,2,7000,8,5,4,5,94.1,0,0,22000,60,19.42,575.79,4,0,0,1,1,0.4,0.01046890909090909,0.18282888229475766,17,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,125000.0,23.98,0.0,0.0,2,12.0,2000,0,21,16,384119,137528,0,0,999.0,0,0,6,3,999.0,15,0.0,0,5,88700,10,9,6,2,85.7,0,0,36475,36,7.97,1142.49,1,1,0,1,0,0.2918,0.00913992,0.3580348798158904,24,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,28100.0,23.15,0.0,0.0,0,999.0,2012,0,7,7,21326,13677,0,0,999.0,0,0,1,2,23.0,7,0.0,0,4,6600,6,6,6,0,100.0,0,0,12600,36,13.59,428.14,3,0,0,0,0,0.4483985765124555,0.01523629893238434,0.6413298321297947,12,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,92942.0,6.0,0.0,0.0,1,20.0,2000,0,22,10,230900,17993,0,0,999.0,0,0,0,2,999.0,10,0.0,0,4,34300,18,8,6,3,95.5,0,0,28500,60,11.98,633.68,2,0,0,1,0,0.30664285253168644,0.006818015536571195,0.0779255088783023,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6.0,92465.0,12.94,0.0,0.0,0,31.0,2006,2,25,17,67798,42248,1,1,77.0,0,163,2,11,8.0,17,0.0,0,7,6400,17,15,13,0,91.7,0,1,7000,36,19.03,256.7,4,0,0,1,1,0.07570432055372303,0.002776185583734386,0.6231452255228768,18,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,51000.0,19.13,0.0,0.0,0,57.0,2002,7,29,14,53385,44829,0,0,57.0,0,0,4,15,0.0,14,0.0,0,2,1800,21,10,8,0,82.8,0,0,5200,36,18.45,189.17,4,0,0,1,1,0.10196078431372549,0.0037092156862745095,0.8397302613093566,22,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,113500.0,31.08,0.0,0.0,0,47.0,2004,0,31,14,137071,80904,0,0,47.0,0,0,3,4,13.0,14,0.0,0,7,22600,17,11,8,2,93.3,0,0,16000,60,13.58,368.82,3,1,0,1,1,0.14096916299559473,0.0032495154185022026,0.5902342581581808,20,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.0,72000.0,34.48,0.0,0.0,1,20.0,1993,3,33,13,349919,69329,0,1,20.0,0,0,4,9,8.0,13,0.0,0,3,11100,8,6,5,2,86.7,1,0,5000,36,9.44,160.03,2,0,0,1,1,0.06944444444444445,0.002222638888888889,0.19812870978712216,31,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,85000.0,8.89,0.0,0.0,0,999.0,2001,1,14,8,85500,35548,0,1,999.0,0,0,1,3,9.0,8,0.0,0,1,39300,9,7,2,1,100.0,0,1,35000,60,10.42,750.91,2,0,0,0,0,0.4117647058823529,0.008834235294117646,0.415766081871345,23,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
10.0,60000.0,34.11,99000.0,26.5,0,999.0,2006,1,22,10,266436,72017,0,0,999.0,0,0,2,1,3.0,10,0.0,0,4,36400,10,7,4,5,100.0,0,0,40000,60,7.97,810.49,1,0,1,0,0,0.6666666666666666,0.013508166666666667,0.2702975573871399,18,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
1.0,41000.0,37.62,0.0,0.0,0,73.0,2004,1,16,11,111078,63026,0,1,999.0,0,178,3,3,6.0,11,0.0,0,4,35600,9,7,4,0,81.3,0,1,15000,36,15.05,520.35,3,0,0,1,0,0.36585365853658536,0.012691463414634147,0.5674030861196636,20,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,85000.0,13.14,0.0,0.0,1,23.0,2006,8,13,5,50970,29291,0,0,23.0,0,0,3,4,5.0,5,0.0,0,1,600,4,2,1,1,61.5,0,0,32000,60,17.09,796.84,4,1,0,1,1,0.3764705882352941,0.009374588235294117,0.574671375318815,18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
10.0,40765.0,37.94,0.0,0.0,0,52.0,2002,1,25,13,109458,68756,0,0,999.0,0,0,1,7,10.0,13,0.0,0,6,34000,20,12,7,0,96.0,0,0,4500,36,9.43,144.01,2,0,0,1,0,0.1103888139335214,0.0035326873543480926,0.6281496098960332,22,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,150000.0,14.32,0.0,0.0,0,35.0,1992,3,11,7,96800,54464,0,0,38.0,0,0,2,2,1.0,7,0.0,0,3,32300,8,5,5,1,90.9,0,0,15000,36,7.97,469.84,1,0,0,1,1,0.1,0.0031322666666666666,0.5626446280991736,32,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,97000.0,15.72,0.0,0.0,0,75.0,1997,1,50,23,139313,123792,0,1,75.0,0,0,14,9,11.0,23,0.0,0,3,19500,15,9,4,2,93.8,0,1,32000,60,12.62,721.89,3,0,0,1,1,0.32989690721649484,0.007442164948453608,0.888589004615506,27,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,280000.0,13.27,0.0,0.0,0,999.0,2003,4,14,8,440499,192017,0,0,999.0,0,0,4,6,1.0,8,0.0,0,3,16300,4,3,3,2,100.0,0,0,35000,60,22.9,984.66,5,1,0,0,0,0.125,0.003516642857142857,0.43590791352534286,21,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,24000.0,16.15,0.0,0.0,0,64.0,2005,8,21,8,25999,18953,0,0,64.0,0,0,1,9,4.0,8,0.0,0,1,6500,14,7,1,0,95.2,0,0,13000,36,13.58,441.67,3,0,0,1,1,0.5416666666666666,0.018402916666666668,0.7289895765221739,19,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.0,182200.0,15.97,0.0,0.0,0,999.0,2002,6,65,15,283788,219582,0,0,999.0,0,0,4,8,4.0,15,0.0,0,3,95200,26,10,3,0,100.0,0,0,35000,60,18.06,889.92,4,0,0,0,0,0.19209659714599342,0.00488430296377607,0.7737536470886718,22,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,25000.0,2.88,0.0,0.0,0,999.0,1988,1,9,4,38500,1425,0,0,999.0,0,0,0,2,12.0,4,0.0,0,2,31000,7,4,2,1,100.0,0,0,10000,36,6.72,307.5,1,0,0,0,0,0.4,0.0123,0.03701298701298701,36,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,85000.0,13.63,0.0,0.0,0,999.0,2008,4,11,6,66901,40675,0,0,999.0,0,97,3,4,3.0,6,0.0,0,2,20000,3,3,3,0,100.0,0,0,4200,36,11.99,139.49,2,0,0,0,0,0.04941176470588235,0.001641058823529412,0.6079879224525792,16,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.0,500000.0,8.52,0.0,0.0,0,999.0,1993,1,16,9,1529377,112880,0,0,999.0,0,0,5,4,4.0,9,0.0,0,2,48800,4,2,2,2,100.0,0,0,12950,36,7.35,401.94,1,0,0,0,0,0.0259,0.00080388,0.07380783155494035,31,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,89000.0,8.87,0.0,0.0,1,20.0,2001,5,28,11,222620,19584,0,0,65.0,0,0,1,5,2.0,11,0.0,0,3,28400,22,9,6,2,78.6,0,0,7500,36,16.01,263.72,3,1,0,1,1,0.08426966292134831,0.002963146067415731,0.08797053274638397,23,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,100000.0,18.76,0.0,0.0,0,999.0,2005,1,21,14,468661,84835,0,0,999.0,0,1058,7,5,8.0,14,0.0,0,4,34800,9,6,4,1,90.0,0,0,30000,60,10.9,650.78,2,0,0,0,0,0.3,0.006507799999999999,0.18101570218132082,19,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,45000.0,3.87,0.0,0.0,0,999.0,2007,0,23,12,184500,6150,0,0,999.0,0,0,0,1,13.0,12,0.0,0,3,33500,18,11,3,2,100.0,0,0,10000,36,7.34,310.33,1,0,0,0,0,0.2222222222222222,0.006896222222222222,0.03333333333333333,17,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2.0,125000.0,10.36,0.0,0.0,0,999.0,1999,2,37,18,384763,74702,0,0,999.0,0,0,8,5,2.0,18,0.0,0,0,66500,16,9,0,3,100.0,0,0,14000,60,7.35,279.54,1,0,0,0,0,0.112,0.00223632,0.19415068496710963,25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3.0,88000.0,11.29,0.0,0.0,0,999.0,1999,1,9,8,45900,36793,0,0,999.0,0,0,0,0,0.0,8,0.0,0,5,41600,8,8,5,0,100.0,0,0,40000,36,10.42,1298.59,2,0,0,0,0,0.45454545454545453,0.014756704545454545,0.8015904139433552,25,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,100000.0,24.01,0.0,0.0,0,31.0,2007,2,19,12,119079,72704,0,0,31.0,0,0,3,6,2.0,11,0.0,0,7,32020,16,8,8,0,63.0,0,0,16100,36,16.02,566.19,3,1,0,1,1,0.161,0.005661900000000001,0.6105526583192671,17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.0,50000.0,36.24,112400.0,17.53,0,42.0,2004,1,22,14,547026,60871,0,0,999.0,0,0,2,6,5.0,14,0.0,0,6,62600,16,11,7,1,86.4,0,0,35000,36,16.01,1230.67,3,1,1,1,0,0.7,0.0246134,0.11127624646726116,20,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
4.0,26000.0,35.92,0.0,0.0,0,999.0,2014,5,14,10,43887,34120,0,0,999.0,0,0,2,6,1.0,10,0.0,0,2,7900,10,8,7,0,100.0,0,0,4000,36,20.0,148.66,4,0,0,0,0,0.15384615384615385,0.005717692307692307,0.777451181443252,10,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,90000.0,4.91,0.0,0.0,0,999.0,2005,8,18,11,375698,19645,0,0,999.0,0,0,1,6,4.0,11,0.0,0,4,17500,9,9,4,5,100.0,0,0,5000,36,7.34,155.17,1,0,0,0,0,0.05555555555555555,0.001724111111111111,0.05228933877742229,19,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,121000.0,8.53,0.0,0.0,1,6.0,2005,5,28,9,700064,43355,0,1,999.0,0,0,1,7,4.0,9,0.0,0,5,23800,11,7,7,8,96.4,0,1,25000,60,15.04,595.28,3,0,0,1,0,0.2066115702479339,0.004919669421487603,0.06193005210952141,19,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,60000.0,16.33,0.0,0.0,0,34.0,2006,0,29,14,87978,41771,0,0,34.0,0,0,7,5,999.0,14,0.0,0,3,37200,12,6,4,0,89.7,0,0,3600,36,6.08,109.65,1,0,0,1,1,0.06,0.0018275000000000001,0.4747891518334129,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4.0,45000.0,23.01,0.0,0.0,0,24.0,2004,2,36,12,95048,20166,1,0,54.0,0,750,3,5,5.0,12,0.0,0,1,4500,26,8,2,2,91.7,0,0,12000,36,16.02,422.01,3,0,0,1,1,0.26666666666666666,0.009378,0.21216648430266813,20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,130000.0,9.78,0.0,0.0,0,999.0,2001,1,23,10,75824,61905,0,0,999.0,0,0,1,2,8.0,10,0.0,0,4,16800,19,9,7,0,100.0,0,0,35000,36,14.07,1197.41,3,0,0,0,0,0.2692307692307692,0.009210846153846155,0.8164301540409369,23,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,140000.0,14.68,0.0,0.0,1,12.0,1999,0,16,11,138789,48708,0,0,999.0,0,1561,4,0,999.0,11,0.0,0,4,12500,9,7,5,0,87.5,0,0,5000,36,13.59,169.9,3,0,0,1,0,0.03571428571428571,0.0012135714285714287,0.3509500032423319,25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,38000.0,4.26,86000.0,1.88,0,999.0,2006,0,9,4,11978,7072,0,0,999.0,0,0,2,0,16.0,4,0.0,0,1,500,4,2,1,0,77.8,0,0,30000,60,19.42,785.17,4,0,1,0,0,0.7894736842105263,0.02066236842105263,0.5904157622307564,18,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
8.0,132300.0,3.54,0.0,0.0,0,999.0,2004,3,27,8,44276,5449,0,0,999.0,0,0,1,5,0.0,8,0.0,0,1,21000,19,7,2,0,100.0,0,0,40000,60,11.99,889.58,2,1,0,0,0,0.30234315948601664,0.006723960695389267,0.12306893124943535,20,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2.0,39000.0,7.24,0.0,0.0,0,999.0,2013,0,4,4,18600,11445,0,0,999.0,0,0,0,3,15.0,4,0.0,0,4,18600,4,4,4,0,100.0,0,0,30000,60,21.45,819.22,4,1,0,0,0,0.7692307692307693,0.021005641025641026,0.6153225806451613,11,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,65000.0,11.5,0.0,0.0,0,24.0,2005,1,58,16,105916,27685,0,0,999.0,0,1525,1,10,4.0,16,0.0,0,3,48100,38,15,3,0,98.2,0,0,10000,36,6.72,307.5,1,0,0,1,0,0.15384615384615385,0.004730769230769231,0.26138638166093886,19,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,25100.0,22.91,0.0,0.0,0,999.0,2008,0,23,13,86251,65039,0,0,999.0,0,0,10,3,18.0,13,0.0,0,3,23900,8,3,3,0,100.0,0,0,3700,36,15.04,128.34,3,0,0,0,0,0.14741035856573706,0.005113147410358566,0.7540666195174549,16,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10.0,63000.0,28.3,116000.0,19.05,0,999.0,1993,4,38,18,306240,68939,0,0,999.0,0,0,2,10,8.0,18,0.0,0,7,60400,18,14,10,5,100.0,0,0,24000,36,6.07,730.89,1,0,1,0,0,0.38095238095238093,0.011601428571428572,0.225114289446186,31,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
4.0,15000.0,20.48,39000.0,18.06,1,4.0,2003,3,37,15,257794,80201,0,0,25.0,0,0,6,2,3.0,15,0.0,0,2,8000,23,8,7,1,97.3,0,0,4075,36,20.0,151.45,4,0,1,1,1,0.27166666666666667,0.010096666666666665,0.311104990806613,21,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
7.0,66000.0,22.34,0.0,0.0,0,999.0,2006,2,34,23,74600,27928,0,0,999.0,0,0,2,5,3.0,23,0.0,0,14,43200,32,21,18,0,100.0,0,0,22000,36,7.96,689.0,1,1,0,0,0,0.3333333333333333,0.01043939393939394,0.37436997319034854,18,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,170000.0,11.55,0.0,0.0,0,999.0,2003,1,15,10,74719,49344,0,1,999.0,0,0,4,4,11.0,10,0.0,0,5,25000,8,6,5,1,100.0,0,1,22000,60,30.17,714.08,6,0,0,0,0,0.12941176470588237,0.004200470588235294,0.6603942772253376,21,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,90000.0,10.4,0.0,0.0,0,45.0,2003,4,28,20,222489,74455,0,3,45.0,0,0,12,8,8.0,20,0.0,0,2,10600,8,7,3,2,88.9,2,1,8400,36,13.59,285.43,3,0,0,1,1,0.09333333333333334,0.0031714444444444446,0.33464575776779976,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,36000.0,31.5,86000.0,26.76,0,73.0,1979,5,15,8,376501,30063,0,1,73.0,0,0,2,6,7.0,8,0.0,0,2,14500,8,5,3,2,93.3,0,1,24000,60,30.75,787.58,6,1,1,1,1,0.6666666666666666,0.021877222222222225,0.07984839349696282,45,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
3.0,61500.0,11.14,0.0,0.0,0,999.0,2003,0,7,4,348712,8717,0,0,999.0,0,3209,1,2,999.0,4,0.0,0,2,7300,3,2,2,3,100.0,0,0,5000,36,13.59,169.9,3,0,0,0,0,0.08130081300813008,0.00276260162601626,0.024997705843217324,21,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,105000.0,10.95,0.0,0.0,0,58.0,2010,0,29,4,162523,24869,0,0,999.0,0,0,1,2,20.0,4,0.0,0,2,19000,15,2,2,1,93.1,0,0,7500,36,9.93,241.76,2,0,0,1,0,0.07142857142857142,0.0023024761904761903,0.15301834201928344,14,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,160000.0,7.45,235000.0,5.99,1,16.0,2004,4,43,14,411875,54182,0,1,999.0,0,0,2,15,1.0,14,0.0,0,0,0,24,11,3,2,97.7,0,1,8400,36,7.34,260.68,1,0,1,1,0,0.0525,0.00162925,0.13154962063732928,20,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
7.0,82000.0,10.04,0.0,0.0,0,42.0,2011,0,12,8,45455,32946,0,2,999.0,0,233,1,5,16.0,8,0.0,0,4,15100,8,7,5,0,83.3,1,1,6800,36,17.47,244.04,4,0,0,1,0,0.08292682926829269,0.0029760975609756097,0.7248047519524805,13,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
10.0,135000.0,12.73,0.0,0.0,0,40.0,2005,7,46,15,76514,66384,0,0,45.0,0,2326,1,12,4.0,15,0.0,0,6,8200,26,13,7,3,82.5,0,0,4375,36,26.3,176.98,5,0,0,1,1,0.032407407407407406,0.001310962962962963,0.8676059283268421,19,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
5.0,69700.0,7.02,0.0,0.0,0,999.0,2007,5,37,25,212000,11612,0,0,999.0,0,0,0,12,2.0,25,0.0,0,6,160100,34,25,9,0,100.0,0,0,20000,36,7.35,620.75,1,0,0,0,0,0.28694404591104733,0.008906025824964131,0.05477358490566038,17,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.0,50000.0,7.97,0.0,0.0,1,15.0,1989,0,20,13,196600,10534,0,0,999.0,0,588,0,3,14.0,13,0.0,0,3,8400,17,11,6,2,100.0,0,0,8000,36,10.91,261.57,2,0,0,1,0,0.16,0.0052314,0.053580874872838254,35,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,25000.0,28.66,0.0,0.0,0,999.0,2007,2,10,7,34315,13581,0,0,999.0,0,0,2,3,4.0,7,0.0,0,2,10000,8,5,4,0,100.0,0,0,20000,60,20.39,534.23,4,1,0,0,0,0.8,0.0213692,0.3957744426635582,17,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,64000.0,34.46,0.0,0.0,0,42.0,1998,0,30,12,81771,54523,0,0,999.0,0,0,3,5,999.0,12,0.0,0,0,5300,14,8,6,2,90.0,0,0,14000,36,11.99,464.94,2,1,0,1,0,0.21875,0.0072646875,0.666776730136601,26,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,120000.0,16.36,177624.0,26.81,0,999.0,1987,1,29,13,421900,64926,0,0,999.0,0,545,4,6,6.0,13,0.0,0,3,56500,12,8,5,3,100.0,0,0,15000,60,11.99,333.6,2,1,1,0,0,0.125,0.0027800000000000004,0.15388954728608675,37,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.0,30000.0,24.04,0.0,0.0,0,55.0,2004,3,10,6,43500,19493,0,0,999.0,0,0,2,1,3.0,6,0.0,0,3,19000,5,4,3,0,90.0,0,0,5000,36,13.59,169.9,3,1,0,1,0,0.16666666666666666,0.005663333333333334,0.4481149425287356,20,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,69000.0,18.35,0.0,0.0,0,999.0,2001,1,16,11,231032,39039,0,0,999.0,0,0,1,1,4.0,11,0.0,0,8,58000,12,9,8,1,100.0,0,0,25000,60,10.91,542.44,2,0,0,0,0,0.36231884057971014,0.00786144927536232,0.16897659198725717,23,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,40000.0,6.27,105000.0,12.81,2,12.0,2013,1,7,5,23700,15694,0,0,999.0,0,0,1,2,4.0,5,0.0,0,1,8500,6,4,2,0,71.4,0,0,16000,60,21.45,436.92,4,0,1,1,0,0.4,0.010923,0.6621940928270043,11,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
